id,album_title,eng_album_title,album_rd,album_seq,track_title,eng_track_title,lyrics,performed_by,lang,spotify_album_id,spotify_track_duration_ms,spotify_track_id,spotify_track_danceability,spotify_track_energy,spotify_track_key,spotify_track_loudness,spotify_track_mode,spotify_track_speechiness,spotify_track_acousticness,spotify_track_instrumentalness,spotify_track_liveness,spotify_track_valence,spotify_track_tempo,spotify_track_time_signature
BTS-96,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,4,고엽 (Autumn Leaves),autumn leaves,"fall like those dry leaves
just falling without strength, my love
your heart just goes far away
i can't catch you
i can't catch you any more, any more
i can't hold onto you, yeah

those fallen leaves that look so insecure
seem like they're looking at us
if i touch your hand, even if it's all at once
it seems like it'll all become crumbs
i only looked
with the autumn wind
your words and expressions that become cold at some point
i can see that our relationship is fading
an empty relationship like the autumn sky
an ambiguous difference compared to before
today of all days, the much quieter night
one leaf left clinging to a branch
it's shattering, i see the end
dead leaves becoming dried
the silence inside your aloof heart
please don't leave me
please don't leave me, crumbling dead leaves

i want the you that meets my eyes
i want the you that wants me again
please don't leave me
please don't fall
never never fall
don't go far away

baby you, girl i can't let you go
baby you, girl i can't give up on you
like those falling dry leaves
this love, like dry leaves
never never fall
it's fading

like all the dry leaves fall
like all the things i thought would last forever are leaving
you are my fifth season
even if i try to see you, i can't look
you're still green to me
even if the heart doesn't move, it moves by itself
lingering feelings hung out piece by piece like laundry
only crimson memories fall
from above me
even if my branch doesn't shake
they constantly fall
right, my love must fall
in order to rise
even when you're near, my two eyes
are far away, it's happening
i'm being thrown away like this
inside my memories, i become young again

never never fall yeah
never never fall yeah

i want the you that meets my eyes
i want the you that wants me again
please don't leave me
please don't fall
never never fall
don't go far away

why can't i give up on you yet
i hold on to these faded memories
is this greed?
i try to look back on these lost seasons
i try to turn back

burn them brightly, whoosh
it was all beautiful, right, our path
but they've all faded
dry leaves come down like tears
the wind blows and everything grows apart all day
the rain is falling and you're shattering
until the very last leaf, you you you

i want the you that meets my eyes
i want the you that wants me again
please don't leave me (oh)
please don't fall (yeah)
never never fall
don't go far away

baby you, girl i can't let you go
baby you, girl i can't give up on you
like those falling dry leaves
this love, like dry leaves
never never fall
it's fading

never never fall
never never fall",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,267150.0,0S6rA2IKknGGsyZNEkwRJB,0.625,0.799,10.0,-3.54,0.0,0.0427,0.0108,0.0,0.144,0.316,105.007,4.0
BTS-97,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,5,Butterfly (Prologue Mix),butterfly (prologue mix),"don't think of anything
don't say anything, not even a word
just give me a smile

i still can't believe it
all of this seems like a dream
don't try to disappear

is it true is it true
you you
you're so beautiful, that i'm scared

untrue untrue
you you you

will you stay by my side
will you promise me
if i let go of your hand, you'll fly away and break
i'm scared scared scared of that

will you stop time
if this moment passes
as though it hadn't happened
i'm scared scared scared i'll lose you

butterfly like a butterfly
just like a butterfly bu butterfly

butterfly like a butterfly
just like a butterfly bu butterfly

your eyebrows slightly grimacing at the sunlight
gently shaking your fine soft hair
intoxicated by your scent, my heart is tickling

like the way you are stroking my cheeks
like the dust drifting along freely
you're right there but why are you beyond my reach

is it true is it true
you you
you're so beautiful, that i'm scared

untrue untrue
you you you

will you stay by my side
will you promise me
if i let go of your hand, you'll fly away and break
i'm scared scared scared of that

will you stop time
if this moment passes
as though it hadn't happened
i'm scared scared scared i'll lose you

butterfly like a butterfly
just like a butterfly bu butterfly

butterfly like a butterfly
just like a butterfly bu butterfly
{instrumental}

don't think of anything
don't say anything, not even a word
just give me a smile",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,295127.0,0XwvxY5yMRI7vh55eBRe3B,0.373,0.541,1.0,-6.451,1.0,0.0526,0.0446,0.001,0.0909,0.134,69.98,4.0
BTS-98,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,6,Run,run,"you're my sun, the one and only in this world
i bloom for you, but you make me thirsty
it's too late, too late
i can't live without you
even if i‚äòm drying out, i try harder to reach you

but it's no use, it's a dream to be broken
i run and run, but i'm not getting anywhere
just burn me out, yes
keep pushing me away
this is a fool, crazy in love, chasing in circles

make me run
make me run more
let my feet rip apart with wounds
at least i can smile when i see you

i run, run, run
i can't stop
run, run, run again
i can't help it
this is all i can do anyway
all i know is how to love you
run, run, run again
it's okay to fall
run, run. run, again
it's okay to get hurt
i'm alright, even if i can't have you
pitiful destiny, point your finger at me
(run)
don't tell me bye bye
(run)
you make me cry cry
(run)
love is a lie lie
don't tell me, don't tell me
don't tell me bye bye

everyone says it's over, but i can't stop
is this sweat or tears, i can't really tell oh
my love stripped bare, the stormy winds
they make me run again, my heart beats again

make me run
make me run more
let my feet rip apart with wounds
at least i can i smile when i see you

i run, run, run
i can't stop
run, run, run again
i can't help it
this is all i can do anyway
all i know is how to love you
run, run, run again
it's okay to fall
run, run. run, again
it's okay to get hurt
i'm alright, even if i can't have you
pitiful destiny, point your finger at me

memories crumble like dried flower petals
at the tip of my fingers, under my feet
right behind your back
i'm chasing butterflies, so lost in dreams
i follow your traces
show me the way, please stop me
let me breathe

i run, run, run
i can't stop
run, run, run again
i can't help it
this is all i can do anyway
all i know is how to love you
run, run, run again
it's okay to fall
run, run. run, again
it's okay to get hurt
i'm alright, even if i can't have you
pitiful destiny, point your finger at me
(run)
don't tell me bye bye
(run)
you make me cry cry
(run)
love is a lie lie
don't tell me, don't tell me
don't tell me bye bye",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,236334.0,0RElgFnZjIZ0hLlO4WY14R,0.577,0.878,6.0,-2.935,0.0,0.0442,0.00164,0.0,0.0892,0.514,132.943,4.0
BTS-99,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,7,Ma City,ma city,"wherever you live
wherever i live

i ran for a long time
i ran again for a long time
yeah i'll be ridin' and i'll be dyin'
in ma city

i don't know what to say
even if i die, i can't tell
even if you give me a hundred thousand dollars to live somewhere else
ah, no thanks
ilsan is where i want to be buried even after i die
it's the city of the flower, city of mon
la festa and the western dom that are like home
the hugok academy that raised me during my young years, uh
the most harmonious place in the world, uh
nature and the city's building and flowers, uh
me, who likes the ilsan lake park more than the han river
will hug you much more warmly, even though we're small
when i feel like i'm forgetting myself
in that place, i find my old self
(i) remember everything, even your smell
you're my summer autumn
winter and every spring

the busan beach there
say la la la la la
under the blue sky, this skyline
say la la la la la
ahjaedeul, put your hands up
ahjimae too, wave your hands
come to ma city

come to ma city
i hope that you'll watch over me well
know how to party
the city that raised me
that's right, baby baby
this is my city city
welcome to ma city

i ran for a long time
i ran again for a long time
yeah i'll be ridin' and i'll be dyin'
in ma city, city
ma city, ma city, yeah

i'm a south jeollado, gwangju's baby
even if my footsteps go to the mountains
it always goes to the summit of mt. mudeung, every day
my life is hot, the heat of the south
there's no such thing as giving up on the law of this fierce heat
i put on a kia and i turn on the engine
bounce like crazy
with just one dance i raise my big dream of being a singer
now in front of reality (i do) music and i jump on stage
everyone saw, right? i put in passion
i'm gwangju's hoshigi, the country's 8 provinces gear up
if you want to see me then gather at 7
everyone dial it, 062 - 518

the busan beach there
say la la la la la
under the blue sky, this skyline
say la la la la la
ahjaedeul, put your hands up
ahjimae too, wave your hands
come to ma city

come to ma city
i hope that you'll watch over me well
know how to party
the city that raised me
that's right, baby baby
this is my city city
welcome to ma city

i was born in daegu, i was brought up in daegu
it's a bit difficult to get a blood transfusion
my blue blood inside my body
this bastard in every album
talks about daegu
and doesn't seem to get bored of it
you can think like that but
i'm a d-boy, that's right i'm a d-boy
honestly speaking, in daegu
there's nothing much to boast about
my birth is in itself, daegu's pride
right? ah alright
there's nothing to boast
but i can't help but be proud, right?
ayo, i'm the most successful guy born in daegu
you will hear this kind of thing, listen well now
i'm daegu's pride, a new generation, a new wind
daegu's past, present, and future

come to ma city
i hope that you'll watch over me well
know how to party
the city that raised me
that's right, baby baby
this is my city city
welcome to ma city

i ran for a long time
i ran again for a long time
yeah i'll be ridin' and i'll be dyin'
in ma city, city
ma city, ma city, yeah

la la la la la la la la
la la la la la la la la
wherever i live, wherever i am
ma city, city
ma city, ma city, yeah yeah",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,256838.0,612T32kWgsXgsJ5gl8KXpN,0.678,0.97,6.0,-2.155,0.0,0.0989,0.000264,0.0,0.0548,0.783,122.017,4.0
BTS-100,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,8,뱁새 (Silver Spoon/Baepsae),silver spoon/baepsae,"they call me try-hard
our generation has had it hard
hurry, chase 'em
thanks to those that came before us i'm spread too thin
they call me try-hard
our generation has had it hard
hurry, chase 'em
my teachers were born with it all

at a part-time job,it's ""all for experience""
at school, there's the teachers
my superiors use violence
in the media they go on about ""the generation that's given up""

change the rules, change change
the ones' that came before us want to,want to maintain
but we can't do that, bang bang
this ain't normal
this ain't normal

ah, stop going on about ""effort"" and more ""effort""
ah, it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance
as expected from the ones before us
ah, stop going on about ""effort"" and more ""effort""
ah,  it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance

as expected of them, they meet your expectations
as expected of them, they've earn their name
as expected of them, can just take it all
as expected of them, those that came before us

they call me try-hard
our generation has had it hard
hurry, chase 'em
thanks to those that came before us i'm spread too thin
they call me try-hard
our generation has had it hard
hurry, chase 'em
my teachers were born with it all

i have crow-tit legs,and you have stork's legs
they said, their legs are worth a million bucks
my legs are shorter, so how do you expect me to keep up?
they say ""it shouldn't matter since we're coming from the same place""
never never never

change the rules, change change
the ones' that came before us want to,want to maintain
but we can't do that, bang bang
this ain't normal
this ain't normal

ah, stop going on about ""effort"" and more ""effort""
ah, it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance
as expected from the ones before us
ah, stop going on about ""effort"" and more ""effort""
ah,  it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance
(as expected of them)

it's my fault, you're joking, right?
this is fair? oh are you crazy?
this is right?
you must be kiddin' me
you must be kiddin' me
you you must be kiddin' me

ah, stop going on about ""effort"" and more ""effort""
ah, it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance
as expected from the ones before us
ah, stop going on about ""effort"" and more ""effort""
ah,  it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance

we're try-hards,we meet your expectations
we're try-hards, we've earned that name
we're crow-tit, lets all just get along well together
we're try-hards,try hards

they call me try-hard
our generation has had it hard
hurry, chase 'em
thanks to those that came before us i'm spread too thin
they call me try-hard
our generation has had it hard
hurry, chase 'em
my teachers were born with it all",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,233184.0,5PRJlVG1c2JNa85mFoGARM,0.649,0.875,9.0,-2.88,1.0,0.0702,0.00128,0.0,0.0486,0.557,166.925,4.0
BTS-101,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,5,쩔어 (DOPE),dope,"welcome, it's your first time with bts, isn't it?

ayo ladies & gentleman
if you're ready, i'll start, yeah
i am different from the other guys
with my style, with my, my, my, my style

i worked all night, everyday
while you were out clubbing
don't be surprised, listen every day
i got a feel, i got a feel

i'm kinda dope

we're drenched, drenched, drenched
in sweat, in our practice room
look, my great, great, great
dance moves prove it all
all the weak, loser, whiny idiots
they have nothing on me
cuz i'm full of hope haha

ok we're dope from head to toe
over half of the day, we drown in work
even if our youth rots in the studio
thanks to that, we're closer to success
girls, shout louder
make it ring, ring

i worked all night, every day
while you were playing in the club
i am different from other guys
i don't wanna say yes
i don't wanna say yes

make some noise, all right
till your body burns up, all night (all night)
cause we got fire (fire!)
higher (higher!)
i gotta make it, i gotta make it
it's dope

i reject rejection
i'm always over the top
dope, dope, dope, dope
i reject rejection
you all work for me
dope, dope, dope

given up on 3? given up on 5??
i like the number 6, how about giving up on 6?
the media and adults say we don't have willpower, condemning us like stocks
why are they killing us before we can even try, enemy enemy enemy
why are you hanging your head and accepting it already? energy energy energy
don't ever give up, you know you not lonely
our dawn is prettier than the day
so can i get a little bit of hope yeah
wake your sleeping youth, go

i worked all night, every day
while you were playing in the club
i am differently from other guys
i don't wanna say yes
i don't wanna say yes

make some noise, all right
till your body burns up, all night, all night
cause we got fire fire
higher higher
i gotta make it, i gotta make it
it's dope

i reject rejection
i was always too much
it's dope
reject rejection
you're all my slaves
everyone follow me
it's dope

this  is bts style
different from those lying wack jobs
every day is hustle life
i gotta make it fire baby
this is bts style
different from those lying wack jobs
every day is hustle life
i gotta make it
i gotta make it
i'm kinda awesome

say what!
say wo~ wo~
say what!
dope dope dope",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,240020.0,4o3Ao6wY5fbJR32fQKabfQ,0.579,0.896,10.0,-2.781,0.0,0.225,0.0272,1.02e-06,0.352,0.678,153.991,4.0
BTS-102,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,10,불타오르네 (Fire),fire,"burning up
fire fire fire fire

when i wake up in my room, i have nothing
after the sun sets, i sway as i walk
i'm completely drunk, drunk
i'm swearing on the streets
i've lost it, i'm like a crazy guy
everything's a mess, livin' like beep

live however you want, it's your life anyway
stop trying, it's okay to lose
errbody say la la la la la (la la la la la)
say la la la la la (la la la la la)
throw your hands up, scream, burn it up
burning up

set everything on fire, bow wow wow
set everything on fire, bow wow wow

hey, burn it up
like you're gonna set everything on fire
hey, turn it up
until the dawn is gone
it's ok to just live because we're still young
who do you think you are to say otherwise
stop comparing, i'm only human
(so what~)

live however you want, it's your life anyway
stop trying, it's okay to lose
errbody say la la la la la (la la la la la)
say la la la la la (la la la la la)
throw your hands up, scream, burn it up
burning up

set everything on fire, bow wow wow
set everything on fire, bow wow wow

(fire) all you with a lot of fear, come here
(fire) all you who are suffering, come here
(fire) lift up your fists, all night long
(fire) with marching footsteps
(fire) jump and go crazy

set everything on fire, bow wow wow
set everything on fire, bow wow wow
fire fire
set everything on fire, bow wow wow
fire fire
set everything on fire, bow wow wow
i'll forgive you",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,203351.0,0aE3V0zgSD2YwkEHW42gxG,0.626,0.706,10.0,-3.201,0.0,0.0596,0.00225,0.0,0.122,0.534,99.939,4.0
BTS-103,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,11,Save Me,save me,"i want to breathe, i hate this night
i want to wake up, i hate this dream
i'm trapped inside of myself and i'm dead
don't wanna be lonely
just wanna be yours
why is it so dark when you're not here
it's dangerous how wrecked i am
save me because i can't get a grip on myself
listen to my heartbeat
it calls you whenever it wants to
because within this pitch black darkness
you are shining so brightly
give me your hand
save me save me
i need your love before
i fall, fall
give me your hand save me save me
i need your love before i fall, fall
give me your hand save me save me
give me your hand save me save me
save me, save me
today the moon shines brighter on the blank spot in my memories
it swallowed me, this lunatic, please save me tonight
(please save me tonight, please save me tonight)
within this childish madness you will save me tonight
i knew that your salvation
is a part of my life and the only helping hand that will embrace my pain
the best of me, you're the only thing i have
please raise your voice so that i can laugh again
play on
listen to my heartbeat, it calls you whenever it wants to
because within this pitch black darkness, you are shining so brightly
give me your hand save me save me
i need your love before i fall, fall
give me your hand save me save me
i need your love before i fall, fall
give me your hand save me save me
give me your hand save me save me
thank you for letting me be me
for helping me fly
for giving me wings
for straightening me out
for waking me from being suffocated
for waking me from a dream which was all i was living in
when i think of you the sun comes out
so i gave my sadness to the dog
(thank you. for being ‚äòus')
give me your hand save me save me
i need your love before i fall, fall
give me your hand save me save me
i need your love before i fall, fall",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,196505.0,7bxGcILuAjkZzaveU28ZJS,0.613,0.822,1.0,-3.48,1.0,0.062,0.0269,0.0,0.0783,0.54,139.936,4.0
BTS-104,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,12,Epilogue: Young Forever,epilogue: young forever,"the curtain falls and i'm out of breath
i get mixed feelings as i breathe out
did i make any mistakes today
how did the audience seem
i'm happy with who i've become
that i can make someone scream with joy
still excited from the performance

i stand on the empty stage while holding onto an aftertaste that will not linger for long
while standing on this empty stage, i become afraid of this unpleasant emptiness
within my suffocating feelings
on top of my life's line
without a reason, i forcibly act that i am fine
this isn't the first time, i better get used to it
i try to hide it, but i can't
when the heat of the show cools down
i leave the empty seats behind

trying to comfort myself
i tell myself the world can't be perfect
i start to let myself go
the thundering applause, i can't own it forever
i tell myself, so shameless
raise your voice higher
even if the attention isn't forever, i'll keep singing
as today's me, i want eternity
forever, i want to be young

forever we are young

under the flower petals raining down
i run, so lost in this maze

forever we are young

even when i fall and hurt myself
i endlessly run toward my dream

forever ever ever ever
(dreams, hopes, forward, forward)

forever ever ever ever
we are young

forever ever ever ever
(dreams, hopes, forward, forward)

forever ever ever ever
we are young

forever we are young

under the flower petals raining down
i run, so lost in this maze

forever we are young

even when i fall and hurt myself
i keep running toward my dream

forever we are young
under the flower petals raining down
i run, so lost in this maze
forever we are young
even when i fall and hurt myself
i keep running toward my dream",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,171803.0,6BskTMfDjXVzeqQHOau5Vi,0.606,0.815,5.0,-3.818,0.0,0.232,0.04,0.0,0.119,0.386,88.054,4.0
BTS-105,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,13,Converse High,converse high,"your converse high
your converse high
your converse high
converse high

i'm so into your converse highs
i can't help it
i'm so into your converse highs
i like it so much

if i had only one day
i will go see the person who created converse highs
then i'll tell that person, you saved the world
you made that girl born again
f your chanel f your alexander mcqueen
f your raf simons, just come here and check it
you can buy two pairs with just 100 dollars, you know what i want
white t-shirt, jeans and red converse highs, that's it

alright, red orange yellow green blue violet indigo
the rainbow on your feet is shot like rambo
it aims at me, bang bang, shout out wow wow
together with your body makes me go hukhuk
big taxi, big cycle, big subway
no thanks, i wanna ride the big bus
rather than the stars in the sky, i wanna see the stars on your shoes
haha, without namjoon knowing

if brushed, it's meant to be
if soaked into, it's love
someone said that
but i've already been colored by you
i like you but still don't wear converse lows

i'm so into your converse highs
i can't help it
i'm so into your converse highs
i like it so much

your converse highs
i really really want yo
converse high
i really really like yo
converse high
i really really need yo
converse high converse high

converse converse, i really hate a converse
when you look all flashy with your black stockings
and your high heels, that's just a lie
but you look better with jordan numbers
ha don't you know? converse kill your charms
anyway, when you meet me, don't wear converses
it's too hard to take them off of you

if brushed, it's meant to be
if soaked into, it's love
someone said that
but i've already been colored by you
i like you but still don't wear converse lows

i'm so into your converse highs
i can't help it
i'm so into your converse highs
i like it so much

your converse highs
i really really want yo
converse high
i really really like yo
converse high
i really really need yo
converse high converse high

your converse highs
i really really want yo
converse high
i really really like yo
converse high
i really really need yo
converse high converse high
converse high",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,210221.0,4XtvJ78i5yI5QigVHuxWZt,0.72,0.803,1.0,-3.67,1.0,0.0963,0.0245,0.0,0.2,0.804,97.999,4.0
BTS-106,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,14,이사 (Moving On),moving on,"ayo suga
i remember how we came here three years ago
when you and i used to fight all the time
the wallpaper, bathroom and veranda were all blue
back then i thought this was a big place
but my ambition grew too big
that big house became too small now
when the nine trainees shared a 17-pyung house
seems like it was just yesterday, we grew up a lot
good things were always other people's things
we were always hoarse from an uncertain future and worries
seeing all the senior artists at the end of the year awards
let's not forget those things but put them away
this place smells like us
let's not forget this scent, wherever we are
we cried a lot and laughed a lot but it was so beautiful
nonhyeon-dong, 3rd floor, thank you

let's move
goodbye to this place, that we grew attached to
let's move
now to a higher place
while taking the last box out of the empty room
i looked back for a moment
times we cried and laughed
goodbye now

three years felt so short but so long
a lot of things happened, there were many memories
i remember now that we're about to leave
traces of being used like bank accounts and credit cards
as much as the place was small, we were bound together tighter
fight right here, hitting each other sometimes
maybe that's why but we have good feelings and bad feelings of love too
even the dust will be cleared now
there's more stuff than the beginning, i have more than when i started too
now let's take our pride and go toward a bigger world with a bigger dream
a new start, a new beginning
excited to see how it will become
move the boxes, hold your place, wipe the dust
after you're done, let's get a bowl of black bean noodles, that's right

let's move
goodbye to this place, that we grew attached to
let's move
now to a higher place
while taking the last box out of the empty room
i looked back for a moment
times we cried and laughed
goodbye now

ever since i was born
i counted the days for my first move
i remember, why i had to move
the machine in my mom's heart and the big scar
in winter of 2010 at daegu
the childish me used to measure the size of the world
the reason why we moved into a business
was because of all the bad things people said, saying we follow money
so moving left many things with me
whether i liked it or not, it changed a lot in my life
my life was about paying rent, i know
i lived with my pride put into the down payment
so i'm gonna move again
i'm gonna have a dream, a level higher than being an idol
when will i stop having to move again?
i hope it comes quickly

let's move
goodbye to this place, that we grew attached to
let's move
now to a higher place
while taking the last box out of the empty room
i looked back for a moment
times we cried and laughed
goodbye now

let's move
goodbye to this place, that we grew attached to
let's move
now to a higher place
while taking the last box out of the empty room
i looked back for a moment
times we cried and laughed
goodbye now

everyone's afraid of changes
staying, moving on, staying, moving on
we keep repeating the same things again and again
i guess that's life, i'm afraid
old or new, new or old, that isn't really important
what's important is, that we still breathe and live in the same place
so let's move on",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,292519.0,7j8YcE2SKZoLkeLL0qMvkH,0.68,0.926,0.0,-2.551,1.0,0.162,0.00223,1.03e-05,0.0905,0.936,159.959,4.0
BTS-107,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,15,Whalien 52,whalien 52,"yeah, the most lonely creature in the world
eh, do you want to know my story?
i've never told this to anybody
yeah, come on

in the middle of the vast ocean
one whale speaks softly and lonelily
the fact that no matter how much they shout, it won't reach
makes them so gravely lonely that they quietly shut their mouths
of course i don't care what‚äòs the matter or what i've now become
when loneliness is the only thing that stays by my side
i've become completely alone. it's a lock that fills sadness
someone says, ‚äúbastard, you've become a celebrity‚äù
oh fuck that! so what?! nobody remains by my side and i'm fine on my own
these words that are easily said towards me quickly becomes a wall
even loneliness turns into something you can see

even if my breaths are blocked
because i'm confined in that wall
(i) head towards the surface of water above
hey oh, oh hey oh yeah

lonely lonely lonely whale
sing alone like this!
will i ever shine so brightly like a remote island?
lonely lonely lonely whale
like this, try calling once again
until this song that doesn't have a response
reaches tomorrow

no more, no more baby
no more, no more
an endless signal will reach someday
everywhere, even to the other side of the earth

no more, no more baby
no more, no more
even the blind whales will be able to see me
today i sing again

the world will never know
how sad i am
my hurt is water and oil that can't mix
so only above the surface of the water do i
breathe, and the interest (towards me) ends
a child in the lonely ocean
i want to make it known too
my value, everyday
i become sick with worry, the sticker always beneath my ear
never end‚ä¶ why is there no end and always hell?
as time goes by, it's a neverland in a cold abyss!
but i always think, now
even if i sleep a shrimp's sleep, my dreams are like that of a whale's
the upcoming big praise will make me dance everyday
like me, ye i'm swimmin'

i go towards my future
that blue beach and
believe in my hertz
hey oh, oh hey oh yeah

lonely lonely lonely whale
sing alone like this!
will i ever shine so brightly like a remote island?
lonely lonely lonely whale
like this, try calling once again
until this song that doesn't have a response
reaches tomorrow

mom said the sea is blue
she said to let out your voice as far as you can
but what to i do? it's so dark here and there are only different whales speaking entirely different words!
i just can't hold it, ma! i want to say i love you
alone, i look back at this music sheet that's like a rotating song
this ocean is too deep
still, i'm lucky
(no one besides me knows of these tears.)
i'm a whalien

lonely lonely lonely whale
lonely lonely lonely whale
sing alone like this!
will i ever shine so brightly like a remote island?
lonely lonely lonely whale
like this, try calling once again
until this song that doesn't have a response
reaches tomorrow

no more, no more baby
no more, no more
an endless signal will reach someday
everywhere, even to the other side of the earth

no more, no more baby
no more, no more
even the blind whales will be able to see me
today i sing again",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,243552.0,2HMVg8AqrijDGKu0U5bVNH,0.572,0.937,10.0,-2.569,0.0,0.28,0.0866,1.55e-05,0.342,0.771,90.021,4.0
BTS-108,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,16,Butterfly,butterfly,"don't think of anything
don't say anything, not even a word
just give me a smile

i still can't believe it
all of this seems like a dream
don't try to disappear

is it true is it true
you you
you're so beautiful, that i'm scared

untrue untrue
you you you

will you stay by my side
will you promise me
if i let go of your hand, you'll fly away and break
i'm scared scared scared of that

will you stop time
if this moment passes
as though it hadn't happened
i'm scared scared scared i'll lose you

butterfly like a butterfly
just like a butterfly bu butterfly

butterfly like a butterfly
just like a butterfly bu butterfly

you're just like a butterfly
from afar, i steal glances; if we touch hands, will i lose you?
you shine in this pitch darkness that is the butterfly effect
your light touches, i forget the reality at once

it's like a wind that gently strokes me
it's like a dust that gently drifts along
you're there but for some reason, i can't reach you, stop
you, who's like a dream is a butterfly high to me

untrue untrue
you you you

will you stay by my side
will you promise me
if i let go of your hand, you'll fly away and break
i'm scared scared scared of that

will you stop time
if this moment passes
as though it hadn't happened
i'm scared scared scared i'll lose you

the small pieces guttered down darkly
from my heart, a barren noise
i don't know if this is reality or a dream
my kafka on the shore
don't go to those woods over there
my heart is still shattering on you
(i just wanted to vaporize like this)
my love that is forever
it's all free for you baby

will you stay by my side
will you promise me
if i let go of your hand, you'll fly away and break
i'm scared scared scared of that

will you stop time
if this moment passes
as though it hadn't happened
i'm scared scared scared i'll lose you

butterfly like a butterfly
just like a butterfly bu butterfly

butterfly like a butterfly
just like a butterfly bu butterfly",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,240090.0,2QP1vvLPtAVOVAFabpqypA,0.439,0.747,6.0,-4.583,1.0,0.0535,0.0107,0.0,0.101,0.275,149.786,4.0
BTS-109,화양연화 the most beautiful moment in life: young forever,the most beautiful moment in life: young forever,2016-05-02,17,House of Cards (Full Length Edition),house of cards (full length edition),"it's at stake again, it's dangerous again
so bad why, we are, yeah
to withstand it more, to sustain it more
so hard hard, it can't

even if i knew already
i can't stop
no way no way no way falling
as time passes
it just becomes more ruined
no way no way it's collapsing again

a house made of cards, and us, inside
even though the end is visible
even if it's going to collapse soon
a house made of cards, we're like idiots
even if it's a vain dream, stay like this a little more

as if there's no such thing as tomorrow
as if there's no such thing as a ‚äúnext time‚äù
right now, in front of my eyes, everything without you
is a terribly pitch-black darkness

i say it like a habit
we won't work in the end
even so, i keep hoping
as long as i'm with you in the end as well, i'm okay

even if i knew already
i can't stop
no way no way no way
as time passes
it just becomes more ruined
no way no way it's collapsing again

a house made of cards, and us, inside
even though the end is visible
even if it's going to collapse soon
a house made of cards, we're like idiots
even if it's a vain dream

slow down the time
please stay for a little more oh
please baby calm down
just a little more

more precarious more dangerous
we are so bad so bad yeah
to endure to support more
so hard as it falls again ah

a house made of cards, and us, inside
even though the end is visible
even if it's going to collapse soon
a house made of cards, we're like idiots
even if it's a vain dream, stay like this a little more",BTS,KOR,1k5bJ8l5oL5xxVBVHjil09,226212.0,6S2gYweMmT6xygVh5q3QLa,0.367,0.668,2.0,-4.484,0.0,0.052,0.336,0.0,0.147,0.384,104.961,4.0
